"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 18 14:56:51 GMT 2023","Wed Jan 18 14:56:55 GMT 2023","4376","webkit","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - dismiss",""
"passed","Wed Jan 18 14:57:05 GMT 2023","Wed Jan 18 14:57:10 GMT 2023","5067","webkit","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - no checkboxes checked ",""
"passed","Wed Jan 18 14:55:45 GMT 2023","Wed Jan 18 14:55:47 GMT 2023","2103","Microsoft Edge","Right clicking on element.spec.js","","","","Correct page displays",""
"passed","Wed Jan 18 14:55:47 GMT 2023","Wed Jan 18 14:55:49 GMT 2023","2112","Microsoft Edge","Right clicking on element.spec.js","","","","Alert populates when user right-clicks on the element",""
"passed","Wed Jan 18 14:55:46 GMT 2023","Wed Jan 18 14:55:51 GMT 2023","4272","Microsoft Edge","Right clicking on element.spec.js","","","","Clickable element has correct dimentions",""
"passed","Wed Jan 18 14:56:18 GMT 2023","Wed Jan 18 14:56:22 GMT 2023","3987","firefox","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - accept",""
"passed","Wed Jan 18 14:56:20 GMT 2023","Wed Jan 18 14:56:25 GMT 2023","4306","firefox","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - accept",""
"passed","Wed Jan 18 14:55:40 GMT 2023","Wed Jan 18 14:55:42 GMT 2023","2209","Microsoft Edge","Dealing with Checkboxes.spec.js","","","","Can check second checkbox ",""
"passed","Wed Jan 18 14:55:55 GMT 2023","Wed Jan 18 14:55:57 GMT 2023","1943","chromium","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - dismiss",""
"passed","Wed Jan 18 14:56:59 GMT 2023","Wed Jan 18 14:57:05 GMT 2023","6656","webkit","Dealing with Checkboxes.spec.js","","","","Can check second checkbox ",""
"passed","Wed Jan 18 14:55:38 GMT 2023","Wed Jan 18 14:55:40 GMT 2023","1615","Microsoft Edge","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - dismiss",""
"passed","Wed Jan 18 14:55:42 GMT 2023","Wed Jan 18 14:55:46 GMT 2023","3953","Microsoft Edge","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - both checkboxes checked ",""
"passed","Wed Jan 18 14:55:27 GMT 2023","Wed Jan 18 14:55:38 GMT 2023","10553","Microsoft Edge","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Elements can be successfully added on the webpage",""
"passed","Wed Jan 18 14:55:57 GMT 2023","Wed Jan 18 14:55:59 GMT 2023","2194","chromium","Dealing with Checkboxes.spec.js","","","","Can check second checkbox ",""
"passed","Wed Jan 18 14:55:56 GMT 2023","Wed Jan 18 14:55:59 GMT 2023","2447","chromium","Dealing with Checkboxes.spec.js","","","","Can check first checkbox ",""
"passed","Wed Jan 18 14:56:05 GMT 2023","Wed Jan 18 14:56:13 GMT 2023","7619","firefox","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Correct Page displays",""
"passed","Wed Jan 18 14:55:53 GMT 2023","Wed Jan 18 14:55:56 GMT 2023","3744","chromium","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | All elements can be successfully removed from the webpage",""
"passed","Wed Jan 18 14:56:43 GMT 2023","Wed Jan 18 14:56:53 GMT 2023","10133","webkit","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Elements can be successfully removed from the webpage",""
"passed","Wed Jan 18 14:55:57 GMT 2023","Wed Jan 18 14:56:00 GMT 2023","2148","chromium","Dealing with Checkboxes.spec.js","","","","Can check both checkboxes ",""
"passed","Wed Jan 18 14:56:17 GMT 2023","Wed Jan 18 14:56:20 GMT 2023","3581","firefox","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert",""
"passed","Wed Jan 18 14:55:53 GMT 2023","Wed Jan 18 14:55:55 GMT 2023","1912","chromium","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - dismiss",""
"passed","Wed Jan 18 14:56:33 GMT 2023","Wed Jan 18 14:56:38 GMT 2023","4526","firefox","Right clicking on element.spec.js","","","","Clickable element has correct dimentions",""
"passed","Wed Jan 18 14:55:59 GMT 2023","Wed Jan 18 14:56:01 GMT 2023","2415","chromium","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - bottom checkbox checked ",""
"failed","Wed Jan 18 14:56:26 GMT 2023","Wed Jan 18 14:56:35 GMT 2023","9165","firefox","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - both checkboxes checked ",""
"passed","Wed Jan 18 14:56:38 GMT 2023","Wed Jan 18 14:56:47 GMT 2023","8979","webkit","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Correct Page displays",""
"passed","Wed Jan 18 14:56:59 GMT 2023","Wed Jan 18 14:57:05 GMT 2023","6052","webkit","Dealing with Checkboxes.spec.js","","","","Can check both checkboxes ",""
"passed","Wed Jan 18 14:55:56 GMT 2023","Wed Jan 18 14:55:58 GMT 2023","1859","chromium","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - accept",""
"passed","Wed Jan 18 14:57:10 GMT 2023","Wed Jan 18 14:57:18 GMT 2023","7180","webkit","Right clicking on element.spec.js","","","","Alert populates when user right-clicks on the element",""
"passed","Wed Jan 18 14:56:38 GMT 2023","Wed Jan 18 14:56:44 GMT 2023","5821","firefox","Right clicking on element.spec.js","","","","Alert populates when user right-clicks on the element",""
"passed","Wed Jan 18 14:56:55 GMT 2023","Wed Jan 18 14:56:59 GMT 2023","4081","webkit","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - dismiss",""
"passed","Wed Jan 18 14:56:26 GMT 2023","Wed Jan 18 14:56:30 GMT 2023","4590","firefox","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - bottom checkbox checked ",""
"passed","Wed Jan 18 14:55:42 GMT 2023","Wed Jan 18 14:55:45 GMT 2023","2373","Microsoft Edge","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - no checkboxes checked ",""
"passed","Wed Jan 18 14:57:03 GMT 2023","Wed Jan 18 14:57:11 GMT 2023","8087","webkit","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - bottom checkbox checked ",""
"passed","Wed Jan 18 14:55:59 GMT 2023","Wed Jan 18 14:56:04 GMT 2023","4568","chromium","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - both checkboxes checked ",""
"passed","Wed Jan 18 14:55:40 GMT 2023","Wed Jan 18 14:55:42 GMT 2023","2265","Microsoft Edge","Dealing with Checkboxes.spec.js","","","","Can check both checkboxes ",""
"failed","Wed Jan 18 14:56:27 GMT 2023","Wed Jan 18 14:56:37 GMT 2023","9632","firefox","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - no checkboxes checked ",""
"passed","Wed Jan 18 14:56:22 GMT 2023","Wed Jan 18 14:56:27 GMT 2023","4511","firefox","Dealing with Checkboxes.spec.js","","","","Can check both checkboxes ",""
"passed","Wed Jan 18 14:57:05 GMT 2023","Wed Jan 18 14:57:10 GMT 2023","5378","webkit","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - both checkboxes checked ",""
"passed","Wed Jan 18 14:55:51 GMT 2023","Wed Jan 18 14:55:55 GMT 2023","3710","chromium","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Elements can be successfully removed from the webpage",""
"passed","Wed Jan 18 14:55:41 GMT 2023","Wed Jan 18 14:55:47 GMT 2023","6385","Microsoft Edge","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - upper checkbox checked ",""
"passed","Wed Jan 18 14:55:49 GMT 2023","Wed Jan 18 14:55:52 GMT 2023","3094","chromium","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Elements can be successfully added on the webpage",""
"passed","Wed Jan 18 14:56:19 GMT 2023","Wed Jan 18 14:56:22 GMT 2023","3751","firefox","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - dismiss",""
"passed","Wed Jan 18 14:56:01 GMT 2023","Wed Jan 18 14:56:03 GMT 2023","2140","chromium","Right clicking on element.spec.js","","","","Correct page displays",""
"passed","Wed Jan 18 14:56:54 GMT 2023","Wed Jan 18 14:56:58 GMT 2023","4163","webkit","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - accept",""
"passed","Wed Jan 18 14:55:38 GMT 2023","Wed Jan 18 14:55:40 GMT 2023","1767","Microsoft Edge","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - accept",""
"passed","Wed Jan 18 14:57:10 GMT 2023","Wed Jan 18 14:57:17 GMT 2023","7108","webkit","Right clicking on element.spec.js","","","","Clickable element has correct dimentions",""
"passed","Wed Jan 18 14:56:07 GMT 2023","Wed Jan 18 14:56:15 GMT 2023","8220","firefox","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | All elements can be successfully removed from the webpage",""
"passed","Wed Jan 18 14:56:06 GMT 2023","Wed Jan 18 14:56:13 GMT 2023","7944","firefox","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Elements can be successfully added on the webpage",""
"passed","Wed Jan 18 14:56:01 GMT 2023","Wed Jan 18 14:56:04 GMT 2023","2358","chromium","Right clicking on element.spec.js","","","","Clickable element has correct dimentions",""
"passed","Wed Jan 18 14:55:58 GMT 2023","Wed Jan 18 14:56:01 GMT 2023","3888","chromium","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - upper checkbox checked ",""
"passed","Wed Jan 18 14:56:21 GMT 2023","Wed Jan 18 14:56:26 GMT 2023","4682","firefox","Dealing with Checkboxes.spec.js","","","","Can check first checkbox ",""
"passed","Wed Jan 18 14:56:17 GMT 2023","Wed Jan 18 14:56:21 GMT 2023","4010","firefox","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - dismiss",""
"passed","Wed Jan 18 14:56:51 GMT 2023","Wed Jan 18 14:57:00 GMT 2023","9458","webkit","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | All elements can be successfully removed from the webpage",""
"passed","Wed Jan 18 14:57:02 GMT 2023","Wed Jan 18 14:57:07 GMT 2023","5129","webkit","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - upper checkbox checked ",""
"passed","Wed Jan 18 14:55:38 GMT 2023","Wed Jan 18 14:55:40 GMT 2023","1677","Microsoft Edge","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - dismiss",""
"passed","Wed Jan 18 14:55:48 GMT 2023","Wed Jan 18 14:55:51 GMT 2023","2841","chromium","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Correct Page displays",""
"passed","Wed Jan 18 14:55:42 GMT 2023","Wed Jan 18 14:55:47 GMT 2023","4697","Microsoft Edge","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - bottom checkbox checked ",""
"passed","Wed Jan 18 14:55:54 GMT 2023","Wed Jan 18 14:55:56 GMT 2023","1847","chromium","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an confirmation with a message - accept",""
"passed","Wed Jan 18 14:55:27 GMT 2023","Wed Jan 18 14:55:38 GMT 2023","10591","Microsoft Edge","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | All elements can be successfully removed from the webpage",""
"failed","Wed Jan 18 14:56:25 GMT 2023","Wed Jan 18 14:56:35 GMT 2023","10473","firefox","Dealing with Checkboxes.spec.js","","","","Page returns to the original state when reloaded - upper checkbox checked ",""
"passed","Wed Jan 18 14:55:38 GMT 2023","Wed Jan 18 14:55:39 GMT 2023","1665","Microsoft Edge","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert",""
"passed","Wed Jan 18 14:55:27 GMT 2023","Wed Jan 18 14:55:37 GMT 2023","9834","Microsoft Edge","Adding and Removing Elements.spec.js","","","","Internet | Add/Remove Elements | Correct Page displays",""
"passed","Wed Jan 18 14:55:39 GMT 2023","Wed Jan 18 14:55:41 GMT 2023","1586","Microsoft Edge","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert with a prompt - accept",""
"passed","Wed Jan 18 14:55:52 GMT 2023","Wed Jan 18 14:55:54 GMT 2023","1974","chromium","Basic Auth - Dealing with Alerts.spec.js","","","","should trigger an alert",""
